1359609162 2013-01-31 00:12 100
1359610056 2013-01-31 00:27 100
1359610950 2013-01-31 00:42 100
1359611845 2013-01-31 00:57 100
1359612739 2013-01-31 01:12 100
1359613633 2013-01-31 01:27 100
1359614528 2013-01-31 01:42 100
1359615423 2013-01-31 01:57 100
1359616317 2013-01-31 02:11 100
1359617211 2013-01-31 02:26 100
1359618105 2013-01-31 02:41 100
1359618999 2013-01-31 02:56 100
1359619893 2013-01-31 03:11 100
1359620788 2013-01-31 03:26 100
1359621688 2013-01-31 03:41 100
1359622582 2013-01-31 03:56 100
1359623478 2013-01-31 04:11 99
1359624383 2013-01-31 04:26 100
1359625278 2013-01-31 04:41 100
1359626172 2013-01-31 04:56 100
1359627067 2013-01-31 05:11 100
1359627962 2013-01-31 05:26 99
1359628866 2013-01-31 05:41 100
1359629762 2013-01-31 05:56 100
1359630657 2013-01-31 06:10 100
1359631552 2013-01-31 06:25 100
1359632446 2013-01-31 06:40 100
1359633341 2013-01-31 06:55 100
1359634235 2013-01-31 07:10 100
1359635130 2013-01-31 07:25 100
1359636025 2013-01-31 07:40 100
1359636919 2013-01-31 07:55 100
1359637814 2013-01-31 08:10 100
1359638712 2013-01-31 08:25 100
1359639606 2013-01-31 08:40 100
1359640501 2013-01-31 08:55 100
1359641395 2013-01-31 09:09 100
1359642290 2013-01-31 09:24 100
1359643184 2013-01-31 09:39 100
1359644079 2013-01-31 09:54 100
1359644974 2013-01-31 10:09 100
1359645868 2013-01-31 10:24 100
1359646767 2013-01-31 10:39 100
1359647664 2013-01-31 10:54 99
1359648568 2013-01-31 11:09 100
1359649464 2013-01-31 11:24 98
1359650368 2013-01-31 11:39 100
1359651263 2013-01-31 11:54 100
1359652158 2013-01-31 12:09 100
1359653053 2013-01-31 12:24 100
1359653949 2013-01-31 12:39 100
1359654845 2013-01-31 12:54 100
1359655740 2013-01-31 13:09 100
1359656635 2013-01-31 13:23 100
1359657530 2013-01-31 13:38 100
1359658424 2013-01-31 13:53 100
1359659318 2013-01-31 14:08 99
1359660222 2013-01-31 14:23 100
1359661117 2013-01-31 14:38 100
1359662012 2013-01-31 14:53 99
1359662915 2013-01-31 15:08 99
1359663821 2013-01-31 15:23 100
1359664715 2013-01-31 15:38 97
1359665619 2013-01-31 15:53 100
1359666514 2013-01-31 16:08 100
1359667407 2013-01-31 16:23 100
1359668303 2013-01-31 16:38 100
1359669199 2013-01-31 16:53 100
1359670094 2013-01-31 17:08 100
1359670990 2013-01-31 17:23 100
1359671891 2013-01-31 17:38 99
1359672794 2013-01-31 17:53 100
1359673689 2013-01-31 18:08 99
